league_name,cup_div,rank,team_name,p,w,d,l,gf,ga,gd,points,game_date
League Two,,3,Mansfield Town,18,9,8,1,32,15,17,35,2023-11-25
League Two,,4,Crewe Alexandra,18,10,5,3,39,27,12,35,2023-11-25
League Two,,5,Barrow,19,9,7,3,25,16,9,34,2023-11-25
League Two,,6,Notts County,19,10,3,6,39,35,4,33,2023-11-25
League Two,,7,Accrington Stanley,19,9,2,8,27,25,2,29,2023-11-25
League Two,,8,AFC Wimbledon,18,7,7,4,29,21,8,28,2023-11-25
League Two,,9,Gillingham,19,9,1,9,18,26,-8,28,2023-11-25
League Two,,10,Swindon Town,19,7,6,6,39,33,6,27,2023-11-25
League Two,,11,Crawley Town,18,8,3,7,29,30,-1,27,2023-11-25
League Two,,12,Morecambe,17,8,3,6,25,26,-1,27,2023-11-25
League Two,,13,Milton Keynes Dons,18,7,5,6,30,26,4,26,2023-11-25
League Two,,14,Bradford City,19,6,5,8,21,27,-6,23,2023-11-25
League Two,,15,Harrogate Town,19,7,2,10,18,25,-7,23,2023-11-25
League Two,,16,Newport County,19,6,4,9,28,35,-7,22,2023-11-25
League Two,,17,Salford City,19,6,3,10,30,33,-3,21,2023-11-25
League Two,,18,Walsall,18,5,6,7,24,29,-5,21,2023-11-25
League Two,,19,Doncaster Rovers,18,6,2,10,22,30,-8,20,2023-11-25
League Two,,20,Colchester United,19,6,2,11,27,37,-10,20,2023-11-25
League Two,,21,Grimsby Town,19,4,7,8,26,31,-5,19,2023-11-25
League Two,,22,Tranmere Rovers,19,5,2,12,25,31,-6,17,2023-11-25
League Two,,23,Forest Green Rovers,18,4,3,11,20,32,-12,15,2023-11-25
League Two,,24,Sutton United,19,3,4,12,25,39,-14,13,2023-11-25
League Two,,1,Stockport County,20,13,3,4,40,20,20,42,2023-11-28
League Two,,2,Wrexham,20,10,7,3,42,31,11,37,2023-11-28
League Two,,3,Barrow,20,10,7,3,27,16,11,37,2023-11-28
League Two,,4,Mansfield Town,19,9,9,1,34,17,17,36,2023-11-28
League Two,,5,Crewe Alexandra,19,10,6,3,40,28,12,36,2023-11-28
League Two,,6,Notts County,20,11,3,6,42,36,6,36,2023-11-28
League Two,,7,Gillingham,20,10,1,9,19,26,-7,31,2023-11-28
League Two,,8,Swindon Town,20,8,6,6,43,36,7,30,2023-11-28
League Two,,9,Accrington Stanley,20,9,2,9,30,29,1,29,2023-11-28
League Two,,10,AFC Wimbledon,19,7,7,5,29,22,7,28,2023-11-28
League Two,,11,Milton Keynes Dons,19,7,6,6,31,27,4,27,2023-11-28
League Two,,12,Morecambe,18,8,3,7,26,28,-2,27,2023-11-28
League Two,,13,Crawley Town,19,8,3,8,30,33,-3,27,2023-11-28
League Two,,14,Bradford City,20,7,5,8,24,27,-3,26,2023-11-28
League Two,,15,Newport County,20,7,4,9,30,36,-6,25,2023-11-28
League Two,,16,Harrogate Town,20,7,3,10,20,27,-7,24,2023-11-28
League Two,,17,Doncaster Rovers,19,7,2,10,25,31,-6,23,2023-11-28
League Two,,18,Salford City,20,6,4,10,30,33,-3,22,2023-11-28
League Two,,19,Walsall,19,5,6,8,24,31,-7,21,2023-11-28
League Two,,20,Grimsby Town,20,4,8,8,27,32,-5,20,2023-11-28
League Two,,21,Colchester United,20,6,2,12,28,40,-12,20,2023-11-28
League Two,,22,Tranmere Rovers,20,5,3,12,27,33,-6,18,2023-11-28
League Two,,23,Forest Green Rovers,19,4,3,12,20,35,-15,15,2023-11-28
League Two,,24,Sutton United,20,3,5,12,26,40,-14,14,2023-11-28
League Two,,1,Stockport County,21,13,4,4,41,21,20,43,2023-12-09
League Two,,2,Wrexham,20,10,7,3,42,31,11,37,2023-12-09
League Two,,3,Barrow,20,10,7,3,27,16,11,37,2023-12-09
League Two,,4,Mansfield Town,19,9,9,1,34,17,17,36,2023-12-09
League Two,,5,Crewe Alexandra,20,10,6,4,41,30,11,36,2023-12-09
League Two,,6,Notts County,21,11,3,7,43,38,5,36,2023-12-09
League Two,,7,AFC Wimbledon,20,8,7,5,33,22,11,31,2023-12-09
League Two,,8,Gillingham,20,10,1,9,19,26,-7,31,2023-12-09
League Two,,9,Swindon Town,21,8,6,7,43,40,3,30,2023-12-09
League Two,,10,Accrington Stanley,21,9,3,9,30,29,1,30,2023-12-09
League Two,,11,Crawley Town,20,9,3,8,32,34,-2,30,2023-12-09
League Two,,12,Morecambe,19,8,4,7,27,29,-2,28,2023-12-09
League Two,,13,Milton Keynes Dons,19,7,6,6,31,27,4,27,2023-12-09
League Two,,14,Bradford City,20,7,5,8,24,27,-3,26,2023-12-09
League Two,,15,Newport County,21,7,4,10,31,38,-7,25,2023-12-09
League Two,,16,Walsall,20,6,6,8,26,32,-6,24,2023-12-09
League Two,,17,Doncaster Rovers,20,7,3,10,25,31,-6,24,2023-12-09
League Two,,18,Harrogate Town,20,7,3,10,20,27,-7,24,2023-12-09
League Two,,19,Grimsby Town,21,5,8,8,29,33,-4,23,2023-12-09
League Two,,20,Salford City,20,6,4,10,30,33,-3,22,2023-12-09
League Two,,21,Tranmere Rovers,21,6,3,12,29,34,-5,21,2023-12-09
League Two,,22,Colchester United,21,6,2,13,29,42,-13,20,2023-12-09
League Two,,23,Forest Green Rovers,19,4,3,12,20,35,-15,15,2023-12-09
League Two,,24,Sutton United,20,3,5,12,26,40,-14,14,2023-12-09
League Two,,1,Stockport County,22,14,4,4,49,21,28,46,2023-12-16
League Two,,2,Barrow,21,11,7,3,30,16,14,40,2023-12-16
League Two,,3,Wrexham,21,11,7,3,44,32,12,40,2023-12-16
League Two,,4,Mansfield Town,20,10,9,1,37,18,19,39,2023-12-16
League Two,,5,Crewe Alexandra,21,10,7,4,44,33,11,37,2023-12-16
League Two,,6,Notts County,22,11,3,8,44,41,3,36,2023-12-16
League Two,,7,AFC Wimbledon,21,8,8,5,33,22,11,32,2023-12-16
League Two,,8,Morecambe,20,9,4,7,32,29,3,31,2023-12-16
League Two,,9,Accrington Stanley,22,9,4,9,33,32,1,31,2023-12-16
League Two,,10,Gillingham,21,10,1,10,19,28,-9,31,2023-12-16
League Two,,11,Milton Keynes Dons,20,8,6,6,33,27,6,30,2023-12-16
League Two,,12,Swindon Town,22,8,6,8,43,43,0,30,2023-12-16
League Two,,13,Crawley Town,21,9,3,9,33,37,-4,30,2023-12-16
League Two,,14,Bradford City,21,8,5,8,26,27,-1,29,2023-12-16
League Two,,15,Walsall,21,7,6,8,27,32,-5,27,2023-12-16
League Two,,16,Harrogate Town,21,8,3,10,23,28,-5,27,2023-12-16
League Two,,17,Newport County,22,7,5,10,32,39,-7,26,2023-12-16
League Two,,18,Grimsby Town,22,5,9,8,30,34,-4,24,2023-12-16
League Two,,19,Doncaster Rovers,21,7,3,11,25,36,-11,24,2023-12-16
League Two,,20,Salford City,21,6,5,10,30,33,-3,23,2023-12-16
League Two,,21,Tranmere Rovers,22,6,3,13,29,35,-6,21,2023-12-16
League Two,,22,Colchester United,22,6,2,14,30,44,-14,20,2023-12-16
League Two,,23,Forest Green Rovers,20,4,3,13,20,37,-17,15,2023-12-16
League Two,,24,Sutton United,21,3,5,13,26,48,-22,14,2023-12-16
League Two,,1,Stockport County,23,15,4,4,51,22,29,49,2023-12-23
League Two,,2,Barrow,22,12,7,3,33,17,16,43,2023-12-23
League Two,,3,Wrexham,22,12,7,3,46,32,14,43,2023-12-23
League Two,,4,Mansfield Town,21,11,9,1,39,18,21,42,2023-12-23
League Two,,5,Crewe Alexandra,22,10,7,5,45,36,9,37,2023-12-23
League Two,,6,Notts County,23,11,3,9,45,43,2,36,2023-12-23
League Two,,7,AFC Wimbledon,22,9,8,5,35,23,12,35,2023-12-23
League Two,,8,Accrington Stanley,23,10,4,9,35,33,2,34,2023-12-23
League Two,,9,Milton Keynes Dons,21,9,6,6,36,28,8,33,2023-12-23
League Two,,10,Bradford City,22,9,5,8,29,28,1,32,2023-12-23
League Two,,11,Gillingham,22,10,2,10,19,28,-9,32,2023-12-23
League Two,,12,Morecambe,21,9,4,8,33,32,1,31,2023-12-23
League Two,,13,Swindon Town,23,8,6,9,44,45,-1,30,2023-12-23
League Two,,14,Harrogate Town,22,9,3,10,25,29,-4,30,2023-12-23
League Two,,15,Crawley Town,22,9,3,10,34,39,-5,30,2023-12-23
League Two,,16,Walsall,22,7,6,9,28,34,-6,27,2023-12-23
League Two,,17,Newport County,23,7,5,11,32,41,-9,26,2023-12-23
League Two,,18,Tranmere Rovers,23,7,3,13,31,36,-5,24,2023-12-23
League Two,,19,Grimsby Town,23,5,9,9,31,36,-5,24,2023-12-23
League Two,,20,Doncaster Rovers,22,7,3,12,26,39,-13,24,2023-12-23
League Two,,21,Salford City,22,6,5,11,31,35,-4,23,2023-12-23
League Two,,22,Colchester United,23,7,2,14,32,45,-13,23,2023-12-23
League Two,,23,Forest Green Rovers,21,4,4,13,20,37,-17,16,2023-12-23
League Two,,24,Sutton United,22,3,5,14,26,50,-24,14,2023-12-23
League Two,,1,Stockport County,24,15,5,4,53,24,29,50,2023-12-26
League Two,,2,Wrexham,23,13,7,3,47,32,15,46,2023-12-26
League Two,,3,Mansfield Town,22,12,9,1,41,18,23,45,2023-12-26
League Two,,4,Barrow,23,12,8,3,35,19,16,44,2023-12-26
League Two,,5,Notts County,24,12,3,9,48,43,5,39,2023-12-26
League Two,,6,Crewe Alexandra,23,10,7,6,45,38,7,37,2023-12-26
League Two,,7,Milton Keynes Dons,22,10,6,6,37,28,9,36,2023-12-26
League Two,,8,AFC Wimbledon,23,9,8,6,35,24,11,35,2023-12-26
League Two,,9,Accrington Stanley,24,10,4,10,36,35,1,34,2023-12-26
League Two,,10,Bradford City,23,9,6,8,31,30,1,33,2023-12-26
League Two,,11,Crawley Town,23,10,3,10,36,39,-3,33,2023-12-26
League Two,,12,Harrogate Town,23,10,3,10,27,30,-3,33,2023-12-26
League Two,,13,Morecambe,22,9,5,8,35,34,1,32,2023-12-26
League Two,,14,Gillingham,23,10,2,11,19,30,-11,32,2023-12-26
League Two,,15,Swindon Town,24,8,6,10,44,46,-2,30,2023-12-26
League Two,,16,Walsall,23,8,6,9,30,34,-4,30,2023-12-26
League Two,,17,Newport County,24,8,5,11,36,43,-7,29,2023-12-26
League Two,,18,Tranmere Rovers,24,8,3,13,36,37,-1,27,2023-12-26
League Two,,19,Grimsby Town,24,5,9,10,31,38,-7,24,2023-12-26
League Two,,20,Doncaster Rovers,23,7,3,13,26,42,-16,24,2023-12-26
League Two,,21,Salford City,23,6,5,12,32,40,-8,23,2023-12-26
League Two,,22,Colchester United,24,7,2,15,32,46,-14,23,2023-12-26
League Two,,23,Sutton United,23,4,5,14,27,50,-23,17,2023-12-26
League Two,,24,Forest Green Rovers,22,4,4,14,22,41,-19,16,2023-12-26
League Two,,1,Stockport County,25,15,6,4,53,24,29,51,2023-12-29
League Two,,2,Mansfield Town,23,12,10,1,42,19,23,46,2023-12-29
League Two,,3,Wrexham,24,13,7,4,48,35,13,46,2023-12-29
League Two,,4,Barrow,24,12,9,3,36,20,16,45,2023-12-29
League Two,,5,Notts County,25,13,3,9,53,43,10,42,2023-12-29
League Two,,6,Milton Keynes Dons,23,11,6,6,39,28,11,39,2023-12-29
League Two,,7,AFC Wimbledon,24,10,8,6,40,27,13,38,2023-12-29
League Two,,8,Crewe Alexandra,24,10,8,6,46,39,7,38,2023-12-29
League Two,,9,Accrington Stanley,25,10,5,10,37,36,1,35,2023-12-29
League Two,,10,Gillingham,24,11,2,11,20,30,-10,35,2023-12-29
League Two,,11,Bradford City,24,9,7,8,31,30,1,34,2023-12-29
League Two,,12,Swindon Town,25,9,6,10,46,47,-1,33,2023-12-29
League Two,,13,Walsall,24,9,6,9,33,35,-2,33,2023-12-29
League Two,,14,Crawley Town,24,10,3,11,36,41,-5,33,2023-12-29
League Two,,15,Harrogate Town,24,10,3,11,27,32,-5,33,2023-12-29
League Two,,16,Morecambe,23,9,5,9,35,39,-4,32,2023-12-29
League Two,,17,Tranmere Rovers,25,9,3,13,38,37,1,30,2023-12-29
League Two,,18,Newport County,25,8,6,11,37,44,-7,30,2023-12-29
League Two,,19,Grimsby Town,25,6,9,10,34,38,-4,27,2023-12-29
League Two,,20,Doncaster Rovers,24,7,4,13,27,43,-16,25,2023-12-29
League Two,,21,Salford City,24,6,5,13,32,43,-11,23,2023-12-29
League Two,,22,Colchester United,25,7,2,16,35,51,-16,23,2023-12-29
League Two,,23,Sutton United,24,4,5,15,27,51,-24,17,2023-12-29
League Two,,24,Forest Green Rovers,23,4,4,15,23,43,-20,16,2023-12-29
League Two,,1,Stockport County,26,15,6,5,53,26,27,51,2024-01-01
League Two,,2,Mansfield Town,24,13,10,1,44,19,25,49,2024-01-01
League Two,,3,Wrexham,25,14,7,4,52,36,16,49,2024-01-01
League Two,,4,Barrow,25,12,9,4,37,24,13,45,2024-01-01
League Two,,5,Notts County,26,13,3,10,55,47,8,42,2024-01-01
League Two,,6,Crewe Alexandra,25,11,8,6,47,39,8,41,2024-01-01
League Two,,7,AFC Wimbledon,25,10,9,6,41,28,13,39,2024-01-01
League Two,,8,Milton Keynes Dons,24,11,6,7,39,31,8,39,2024-01-01
League Two,,9,Accrington Stanley,26,11,5,10,40,36,4,38,2024-01-01
League Two,,10,Gillingham,25,12,2,11,21,30,-9,38,2024-01-01
League Two,,11,Walsall,25,10,6,9,39,36,3,36,2024-01-01
League Two,,12,Crawley Town,25,11,3,11,39,42,-3,36,2024-01-01
League Two,,13,Bradford City,25,9,7,9,31,31,0,34,2024-01-01
League Two,,14,Harrogate Town,25,10,4,11,29,34,-5,34,2024-01-01
League Two,,15,Tranmere Rovers,26,10,3,13,42,39,3,33,2024-01-01
League Two,,16,Swindon Town,26,9,6,11,47,50,-3,33,2024-01-01
League Two,,17,Morecambe,24,9,6,9,37,41,-4,33,2024-01-01
League Two,,18,Newport County,26,8,7,11,38,45,-7,31,2024-01-01
League Two,,19,Doncaster Rovers,25,8,4,13,30,43,-13,28,2024-01-01
League Two,,20,Grimsby Town,26,6,9,11,35,44,-9,27,2024-01-01
League Two,,21,Salford City,25,6,5,14,32,46,-14,23,2024-01-01
League Two,,22,Colchester United,26,7,2,17,35,52,-17,23,2024-01-01
League Two,,23,Sutton United,25,4,6,15,28,52,-24,18,2024-01-01
League Two,,24,Forest Green Rovers,24,4,5,15,24,44,-20,17,2024-01-01
League Two,,1,Stockport County,26,15,6,5,53,26,27,51,2024-01-06
League Two,,2,Mansfield Town,25,13,10,2,44,20,24,49,2024-01-06
League Two,,3,Wrexham,25,14,7,4,52,36,16,49,2024-01-06
League Two,,4,Barrow,26,13,9,4,38,24,14,48,2024-01-06
League Two,,5,Crewe Alexandra,26,12,8,6,48,39,9,44,2024-01-06
League Two,,6,Notts County,26,13,3,10,55,47,8,42,2024-01-06
League Two,,7,AFC Wimbledon,25,10,9,6,41,28,13,39,2024-01-06
League Two,,8,Milton Keynes Dons,24,11,6,7,39,31,8,39,2024-01-06
League Two,,9,Crawley Town,26,12,3,11,43,44,-1,39,2024-01-06
League Two,,10,Accrington Stanley,26,11,5,10,40,36,4,38,2024-01-06
League Two,,11,Gillingham,25,12,2,11,21,30,-9,38,2024-01-06
League Two,,12,Harrogate Town,26,11,4,11,32,35,-3,37,2024-01-06
League Two,,13,Walsall,25,10,6,9,39,36,3,36,2024-01-06
League Two,,14,Bradford City,26,9,7,10,33,35,-2,34,2024-01-06
League Two,,15,Swindon Town,27,9,7,11,49,52,-3,34,2024-01-06
League Two,,16,Tranmere Rovers,27,10,3,14,42,40,2,33,2024-01-06
League Two,,17,Morecambe,24,9,6,9,37,41,-4,33,2024-01-06
League Two,,18,Newport County,26,8,7,11,38,45,-7,31,2024-01-06
League Two,,19,Doncaster Rovers,26,8,4,14,31,46,-15,28,2024-01-06
League Two,,20,Grimsby Town,26,6,9,11,35,44,-9,27,2024-01-06
League Two,,21,Salford City,26,6,6,14,34,48,-14,24,2024-01-06
League Two,,22,Colchester United,27,7,3,17,37,54,-17,24,2024-01-06
League Two,,23,Forest Green Rovers,25,4,6,15,26,46,-20,18,2024-01-06
League Two,,24,Sutton United,25,4,6,15,28,52,-24,18,2024-01-06
League Two,,1,Stockport County,27,16,6,5,56,27,29,54,2024-01-13
League Two,,2,Wrexham,26,15,7,4,54,36,18,52,2024-01-13
League Two,,3,Mansfield Town,26,13,11,2,45,21,24,50,2024-01-13
League Two,,4,Barrow,27,13,10,4,40,26,14,49,2024-01-13
League Two,,5,Crewe Alexandra,27,13,8,6,50,40,10,47,2024-01-13
League Two,,6,Notts County,27,13,4,10,60,52,8,43,2024-01-13
League Two,,7,Milton Keynes Dons,25,12,6,7,41,32,9,42,2024-01-13
League Two,,8,Gillingham,26,13,2,11,23,31,-8,41,2024-01-13
League Two,,9,Harrogate Town,27,12,4,11,34,35,-1,40,2024-01-13
League Two,,10,AFC Wimbledon,26,10,9,7,41,30,11,39,2024-01-13
League Two,,11,Crawley Town,27,12,3,12,43,45,-2,39,2024-01-13
League Two,,12,Accrington Stanley,27,11,5,11,41,38,3,38,2024-01-13
League Two,,13,Walsall,26,10,6,10,40,39,1,36,2024-01-13
League Two,,14,Bradford City,27,9,8,10,34,36,-2,35,2024-01-13
League Two,,15,Swindon Town,28,9,7,12,50,54,-4,34,2024-01-13
League Two,,16,Morecambe,25,9,7,9,38,42,-4,34,2024-01-13
League Two,,17,Newport County,27,9,7,11,39,45,-6,34,2024-01-13
League Two,,18,Tranmere Rovers,28,10,3,15,43,42,1,33,2024-01-13
League Two,,19,Grimsby Town,27,6,10,11,40,49,-9,28,2024-01-13
League Two,,20,Doncaster Rovers,27,8,4,15,31,47,-16,28,2024-01-13
League Two,,21,Salford City,27,7,6,14,35,48,-13,27,2024-01-13
League Two,,22,Colchester United,28,7,4,17,38,55,-17,25,2024-01-13
League Two,,23,Sutton United,26,4,7,15,30,54,-24,19,2024-01-13
League Two,,24,Forest Green Rovers,26,4,6,16,26,48,-22,18,2024-01-13
League Two,,1,Stockport County,28,17,6,5,61,28,33,57,2024-01-27
League Two,,2,Wrexham,27,15,7,5,54,37,17,52,2024-01-27
League Two,,3,Mansfield Town,28,13,12,3,47,24,23,51,2024-01-27
League Two,,4,Barrow,29,13,11,5,42,30,12,50,2024-01-27
League Two,,5,Crewe Alexandra,29,14,8,7,55,44,11,50,2024-01-27
League Two,,6,Milton Keynes Dons,28,14,6,8,47,36,11,48,2024-01-27
League Two,,7,Notts County,28,13,5,10,61,53,8,44,2024-01-27
League Two,,8,AFC Wimbledon,28,11,9,8,44,34,10,42,2024-01-27
League Two,,9,Gillingham,28,13,3,12,25,34,-9,42,2024-01-27
League Two,,10,Accrington Stanley,28,12,5,11,42,38,4,41,2024-01-27
League Two,,11,Harrogate Town,27,12,4,11,34,35,-1,40,2024-01-27
League Two,,12,Crawley Town,27,12,3,12,43,45,-2,39,2024-01-27
League Two,,13,Walsall,27,10,7,10,41,40,1,37,2024-01-27
League Two,,14,Swindon Town,29,10,7,12,52,54,-2,37,2024-01-27
League Two,,15,Morecambe,27,10,7,10,40,44,-4,37,2024-01-27
League Two,,16,Newport County,28,10,7,11,40,45,-5,37,2024-01-27
League Two,,17,Tranmere Rovers,29,11,3,15,45,43,2,36,2024-01-27
League Two,,18,Bradford City,29,9,9,11,35,39,-4,36,2024-01-27
League Two,,19,Salford City,29,8,7,14,39,51,-12,31,2024-01-27
League Two,,20,Grimsby Town,28,6,10,12,41,51,-10,28,2024-01-27
League Two,,21,Colchester United,29,8,4,17,39,55,-16,28,2024-01-27
League Two,,22,Doncaster Rovers,28,8,4,16,32,52,-20,28,2024-01-27
League Two,,23,Sutton United,28,4,9,15,32,56,-24,21,2024-01-27
League Two,,24,Forest Green Rovers,28,4,7,17,27,50,-23,19,2024-01-27
League Two,,1,Stockport County,29,17,7,5,62,29,33,58,2024-02-03
League Two,,2,Mansfield Town,29,14,12,3,48,24,24,54,2024-02-03
League Two,,3,Barrow,30,14,11,5,43,30,13,53,2024-02-03
League Two,,4,Wrexham,28,15,7,6,55,40,15,52,2024-02-03
League Two,,5,Crewe Alexandra,30,14,9,7,55,44,11,51,2024-02-03
League Two,,6,Milton Keynes Dons,29,14,6,9,47,37,10,48,2024-02-03
League Two,,7,Notts County,29,13,5,11,61,54,7,44,2024-02-03
League Two,,8,Harrogate Town,29,13,5,11,37,37,0,44,2024-02-03
League Two,,9,AFC Wimbledon,29,11,10,8,44,34,10,43,2024-02-03
League Two,,10,Gillingham,29,13,4,12,26,35,-9,43,2024-02-03
League Two,,11,Accrington Stanley,29,12,6,11,42,38,4,42,2024-02-03
League Two,,12,Morecambe,28,11,7,10,42,45,-3,40,2024-02-03
League Two,,13,Newport County,29,11,7,11,42,46,-4,40,2024-02-03
League Two,,14,Crawley Town,28,12,3,13,44,47,-3,39,2024-02-03
League Two,,15,Walsall,28,10,8,10,42,41,1,38,2024-02-03
League Two,,16,Tranmere Rovers,30,11,4,15,45,43,2,37,2024-02-03
League Two,,17,Swindon Town,30,10,7,13,53,56,-3,37,2024-02-03
League Two,,18,Bradford City,30,9,10,11,35,39,-4,37,2024-02-03
League Two,,19,Salford City,30,9,7,14,42,52,-10,34,2024-02-03
League Two,,20,Grimsby Town,29,6,11,12,41,51,-10,29,2024-02-03
League Two,,21,Colchester United,30,8,5,17,42,58,-16,29,2024-02-03
League Two,,22,Doncaster Rovers,29,8,5,16,33,53,-20,29,2024-02-03
League Two,,23,Sutton United,30,4,10,16,34,59,-25,22,2024-02-03
League Two,,24,Forest Green Rovers,29,4,8,17,30,53,-23,20,2024-02-03
League Two,,1,Stockport County,30,18,7,5,65,30,35,61,2024-02-10
League Two,,2,Mansfield Town,30,15,12,3,52,24,28,57,2024-02-10
League Two,,3,Crewe Alexandra,31,15,9,7,56,44,12,54,2024-02-10
League Two,,4,Barrow,31,14,11,6,43,32,11,53,2024-02-10
League Two,,5,Wrexham,29,15,7,7,55,41,14,52,2024-02-10
League Two,,6,Milton Keynes Dons,30,15,6,9,49,38,11,51,2024-02-10
League Two,,7,Harrogate Town,30,14,5,11,38,37,1,47,2024-02-10
League Two,,8,AFC Wimbledon,30,12,10,8,46,34,12,46,2024-02-10
League Two,,9,Gillingham,30,14,4,12,29,36,-7,46,2024-02-10
League Two,,10,Notts County,30,13,5,12,62,57,5,44,2024-02-10
League Two,,11,Newport County,30,12,7,11,45,46,-1,43,2024-02-10
League Two,,12,Morecambe,29,12,7,10,43,45,-2,43,2024-02-10
League Two,,13,Accrington Stanley,30,12,6,12,43,40,3,42,2024-02-10
League Two,,14,Bradford City,31,10,10,11,36,39,-3,40,2024-02-10
League Two,,15,Crawley Town,29,12,3,14,44,48,-4,39,2024-02-10
League Two,,16,Walsall,29,10,8,11,42,44,-2,38,2024-02-10
League Two,,17,Swindon Town,31,10,8,13,54,57,-3,38,2024-02-10
League Two,,18,Tranmere Rovers,31,11,4,16,46,45,1,37,2024-02-10
League Two,,19,Salford City,31,9,8,14,43,53,-10,35,2024-02-10
League Two,,20,Doncaster Rovers,30,9,5,16,35,54,-19,32,2024-02-10
League Two,,21,Grimsby Town,30,6,11,13,42,54,-12,29,2024-02-10
League Two,,22,Colchester United,31,8,5,18,42,59,-17,29,2024-02-10
League Two,,23,Sutton United,31,4,10,17,34,60,-26,22,2024-02-10
League Two,,24,Forest Green Rovers,30,4,8,18,30,57,-27,20,2024-02-10
League Two,,1,Stockport County,31,18,7,6,66,33,33,61,2024-02-13
League Two,,2,Mansfield Town,31,16,12,3,61,26,35,60,2024-02-13
League Two,,3,Crewe Alexandra,32,16,9,7,59,45,14,57,2024-02-13
League Two,,4,Wrexham,30,16,7,7,57,42,15,55,2024-02-13
League Two,,5,Barrow,32,14,11,7,44,34,10,53,2024-02-13
League Two,,6,Milton Keynes Dons,31,15,6,10,49,42,7,51,2024-02-13
League Two,,7,Notts County,31,14,5,12,65,58,7,47,2024-02-13
League Two,,8,Harrogate Town,31,14,5,12,40,46,-6,47,2024-02-13
League Two,,9,Gillingham,31,14,5,12,31,38,-7,47,2024-02-13
League Two,,10,AFC Wimbledon,31,12,10,9,46,36,10,46,2024-02-13
League Two,,11,Morecambe,30,13,7,10,46,47,-1,46,2024-02-13
League Two,,12,Accrington Stanley,31,13,6,12,45,40,5,45,2024-02-13
League Two,,13,Bradford City,32,11,10,11,40,39,1,43,2024-02-13
League Two,,14,Newport County,31,12,7,12,46,49,-3,43,2024-02-13
League Two,,15,Crawley Town,30,12,4,14,45,49,-4,40,2024-02-13
League Two,,16,Walsall,30,10,9,11,43,45,-2,39,2024-02-13
League Two,,17,Swindon Town,32,10,9,13,56,59,-3,39,2024-02-13
League Two,,18,Tranmere Rovers,32,11,4,17,48,48,0,37,2024-02-13
League Two,,19,Salford City,32,9,9,14,45,55,-10,36,2024-02-13
League Two,,20,Doncaster Rovers,31,9,6,16,37,56,-19,33,2024-02-13
League Two,,21,Grimsby Town,30,6,11,13,42,54,-12,29,2024-02-13
League Two,,22,Colchester United,31,8,5,18,42,59,-17,29,2024-02-13
League Two,,23,Forest Green Rovers,31,5,8,18,32,58,-26,23,2024-02-13
League Two,,24,Sutton United,32,4,10,18,35,62,-27,22,2024-02-13
League Two,,1,Stockport County,32,18,7,7,66,37,29,61,2024-02-17
League Two,,2,Mansfield Town,32,16,12,4,62,28,34,60,2024-02-17
League Two,,3,Wrexham,31,17,7,7,58,42,16,58,2024-02-17
League Two,,4,Crewe Alexandra,33,16,10,7,59,45,14,58,2024-02-17
League Two,,5,Milton Keynes Dons,32,16,6,10,51,43,8,54,2024-02-17
League Two,,6,Barrow,33,14,11,8,47,39,8,53,2024-02-17
League Two,,7,Harrogate Town,32,14,6,12,40,46,-6,48,2024-02-17
League Two,,8,AFC Wimbledon,32,12,11,9,47,37,10,47,2024-02-17
League Two,,9,Notts County,32,14,5,13,65,59,6,47,2024-02-17
League Two,,10,Morecambe,31,13,8,10,47,48,-1,47,2024-02-17
League Two,,11,Gillingham,32,14,5,13,31,39,-8,47,2024-02-17
League Two,,12,Accrington Stanley,32,13,7,12,46,41,5,46,2024-02-17
League Two,,13,Bradford City,33,12,10,11,41,39,2,46,2024-02-17
League Two,,14,Newport County,32,13,7,12,47,49,-2,46,2024-02-17
League Two,,15,Crawley Town,31,13,4,14,47,49,-2,43,2024-02-17
League Two,,16,Walsall,31,11,9,11,45,46,-1,42,2024-02-17
League Two,,17,Tranmere Rovers,33,12,4,17,52,48,4,40,2024-02-17
League Two,,18,Swindon Town,33,10,9,14,57,61,-4,39,2024-02-17
League Two,,19,Salford City,33,10,9,14,50,58,-8,39,2024-02-17
League Two,,20,Doncaster Rovers,32,10,6,16,42,57,-15,36,2024-02-17
League Two,,21,Colchester United,32,8,6,18,43,60,-17,30,2024-02-17
League Two,,22,Grimsby Town,31,6,11,14,43,59,-16,29,2024-02-17
League Two,,23,Forest Green Rovers,32,5,8,19,32,60,-28,23,2024-02-17
League Two,,24,Sutton United,33,4,10,19,35,63,-28,22,2024-02-17
League Two,,1,Mansfield Town,33,17,12,4,67,29,38,63,2024-02-24
League Two,,2,Stockport County,34,18,9,7,66,37,29,63,2024-02-24
League Two,,3,Crewe Alexandra,34,17,10,7,62,46,16,61,2024-02-24
League Two,,4,Wrexham,33,17,8,8,59,44,15,59,2024-02-24
League Two,,5,Milton Keynes Dons,34,17,7,10,55,44,11,58,2024-02-24
League Two,,6,Barrow,33,14,11,8,47,39,8,53,2024-02-24
League Two,,7,Gillingham,34,15,6,13,32,39,-7,51,2024-02-24
League Two,,8,Crawley Town,33,15,4,14,49,49,0,49,2024-02-24
League Two,,9,Walsall,33,13,9,11,50,46,4,48,2024-02-24
League Two,,10,Morecambe,33,13,9,11,48,52,-4,48,2024-02-24
League Two,,11,Harrogate Town,33,14,6,13,40,48,-8,48,2024-02-24
